name,color_image,size,video,overview,feature,material
Men's Better Sweater® 1/4-Zip Fleece,"['https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw6ad6ca93%2Fimages%2Fhi-res%2F25523_BLK.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwfb1dc6bf%2Fimages%2Fhi-res%2F25523_BLPA.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwf05e337a%2Fimages%2Fhi-res%2F25523_INDG.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwfb311f93%2Fimages%2Fhi-res%2F25523_LDBR.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw0aa115f2%2Fimages%2Fhi-res%2F25523_NENA.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw571b0fed%2Fimages%2Fhi-res%2F25523_NKFG.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwafd62a74%2Fimages%2Fhi-res%2F25523_NKL.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw38242003%2Fimages%2Fhi-res%2F25523_PIGR.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwf18968ed%2Fimages%2Fhi-res%2F25523_STH.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw88136d23%2Fimages%2Fhi-res%2F25523_BEPG.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw0c13a447%2Fimages%2Fhi-res%2F25523_PGBE.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwe27c0531%2Fimages%2Fhi-res%2F25523_RDMI.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw6fdc60fd%2Fimages%2Fhi-res%2F25523_BWSK.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwd4ef261b%2Fimages%2Fhi-res%2F25523_MEV.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw0e53faa6%2Fimages%2Fhi-res%2F25523_SKA.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95']","['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']",https://www.patagonia.com/media/videos/fit_motion/spring_2020/25523_PGBE_FIT_MOTION1.mp4,"A warm, low-bulk quarter-zip jacket made of soft, sweater-knit recycled polyester fleece. Fair Trade Certified™ sewn.","
<li>
<h2 class=""h9"">100% Recycled Polyester Sweater-Knit Fleece</h2>
Made of 100% recycled polyester fleece with a sweater-knit face, fleece interior and heathered yarns
</li>

<li>
<h2 class=""h9"">Quarter-Zip with Stand-Up Collar</h2>
Quarter-zip design with a zip-through stand-up collar for warmth and soft comfort
</li>
<li>

<h2 class=""h9"">Raglan Sleeve Construction</h2>
The raglan sleeve design allows full shoulder and arm mobility and reduces chafing under pack straps
</li>
<li>
<h2 class=""h9"">Zippered Left-Chest Pocket</h2>

Zippered left-chest pocket holds a phone or audio device
</li>
<li>
<h2 class=""h9"">Skin-Friendly Cuffs and Hem</h2>

Shape-holding micropolyester-jersey trim at the cuffs and hem feels smooth and soft on the skin and provides added abrasion resistance
</li>
<li>
<h2 class=""h9"">Flat-Seam Construction</h2>
Crafted with flat-seam stitching to reduce both bulk and chafing
</li>
<li>

<h2 class=""h9"">Supporting the People Who Made This Product</h2>
Hip length; Fair Trade Certified™ sewn, which means the people who made it earned a premium for their labor
</li>
<li>
<h2 class=""h9"">Country of Origin</h2>
Made in Thailand.
</li>
<li>
<h2 class=""h9"">Weight</h2>
505 g (17.8 oz)
</li>
","
<li>10-oz 100% recycled polyester knitted fleece dyed with a low-impact process that significantly reduces the use of dyestuffs, energy and water compared to conventional dyeing methods</li><li>Fabric is certified as bluesign® approved</li><li>Fair Trade Certified™ sewn</li>
"
Men's Nano-Air® Hoody,"['https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwe504ab81%2Fimages%2Fhi-res%2F84366_BLK.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw7430a096%2Fimages%2Fhi-res%2F84366_FRE.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwb7af65d2%2Fimages%2Fhi-res%2F84366_INDG.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw143d04d2%2Fimages%2Fhi-res%2F84366_SPRB.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwb3f7f914%2Fimages%2Fhi-res%2F84366_CAGR.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwa0d55623%2Fimages%2Fhi-res%2F84366_FGE.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95']","['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://www.patagonia.com/media/videos/feature_motion/spring_2020/84366_FRE_FEATURE_MOTION1.mp4,"The Nano-Air® Hoody was made to be worn for the entirety of your aerobic, start-stop alpine missions, so you’re never slowed down by changing layers. Warm, stretchy and breathable FullRange® insulation dumps excess heat when you’re working hard and keeps you warm when you’re not. Fair Trade Certified™ sewn.","
<li>
<h2 class=""h9"">Stretchy, Breathable, Weather-Resistant Fabric</h2>
100% polyester (87% recycled) plain-weave shell and lining fabric offers generous mechanical stretch, exceptional breathability and improved abrasion resistance; microtexture creates excellent next-to-skin comfort; features a DWR (durable water repellent) finish
</li>
<li>

<h2 class=""h9"">Revolutionary FullRange Insulation</h2>
Revolutionary 60-g FullRange® insulation (40% recycled) warms and stretches and, combined with the shell and lining, supplies outstanding mechanical stretch and unprecedented air permeability (40CFM), allowing excess heat to move away from the body
</li>
<li>
<h2 class=""h9"">Designed for Freedom of Movement</h2>

Stretch fabrics and insulation, articulated patterning, and strategically placed, low-profile quilting provide exceptional range of motion for unhindered movement
</li>
<li>
<h2 class=""h9"">Stretchy Hood</h2>

Stretchy hood with binding easily pulls on or off, even when jacket is zipped
</li>
<li>
<h2 class=""h9"">Center-Front Zipper</h2>
Center-front zipper has zipper garage at chin for next-to-skin comfort
</li>

<li>
<h2 class=""h9"">Pocket Features</h2>
Two handwarmer pockets and a left-chest pocket are zippered, low-profile and low-bulk to wear comfortably with a harness or pack; self-stuffs into left-chest pocket
</li>
<li>

<h2 class=""h9"">Low-Profile Variable Conditions Cuffs</h2>
Sleek, low-bulk, snag-resistant Variable Conditions Cuffs use stretch knit for versatile coverage and comfort; elasticized hem seals in warmth; Fair Trade Certified™ sewn
</li>
<li>
<h2 class=""h9"">Country of Origin</h2>
Made in Vietnam.
</li>
<li>
<h2 class=""h9"">Weight</h2>
346 g (12.2 oz)
</li>
","
<li>Shell and lining: 1.7-oz 100% polyester (87% recycled) plain weave with four-way mechanical stretch and a DWR (durable water repellent) finish</li><li>Cuffs: 4.9-oz 100% polyester snag-resistant stretch knit with a DWR finish</li><li>Insulation: 60-g FullRange® 100% polyester (40% recycled) with four-way stretch</li><li>Fabric is certified as bluesign® approved</li><li>Fair Trade Certified™ sewn</li>
"
Men's Classic Synchilla® Fleece Vest,"['https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw9c847312%2Fimages%2Fhi-res%2F23010_BLK.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwd9a6cc0e%2Fimages%2Fhi-res%2F23010_NKL.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwfffce1ab%2Fimages%2Fhi-res%2F23010_NENA.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw80bf4cc8%2Fimages%2Fhi-res%2F23010_OAT.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95']","['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://www.patagonia.com/media/videos/fit_motion/fall_2019/23010_OAT_FIT_MOTION1.mp4,Classic vest made with tried-and-true midweight Synchilla® polyester fleece. Fair Trade Certified™ sewn.,"
<li>
<h2 class=""h9"">100% Recycled Polyester Fleece</h2>

Made of 100% recycled polyester double-sided fleece with an anti-pilling finish
</li>
<li>
<h2 class=""h9"">Full-Length Zipper with Stand-up Collar</h2>
Full-front zip with a zip-through stand-up collar to protect your neck
</li>
<li>

<h2 class=""h9"">Offset Shoulder Seams</h2>
Designed with offset shoulder seams for pack-wearing comfort and long-lasting durability
</li>
<li>
<h2 class=""h9"">Pocket Details</h2>

Zippered left-chest pocket and two zippered handwarmer pockets hold your essentials
</li>
<li>
<h2 class=""h9"">Hip Length</h2>
The hip length provides additional coverage and pairs well with a hipbelt or harness
</li>
<li>

<h2 class=""h9"">Supporting the People Who Made This Product</h2>
Fair Trade Certified™ sewn, which means the people who made it earned a premium for their labor
</li>
<li>
<h2 class=""h9"">Country of Origin</h2>
Made in Nicaragua and El Salvador.
</li>
<li>
<h2 class=""h9"">Weight</h2>
315 g (11.1 oz)
</li>
","
<li>Body: 8-oz 100% recycled polyester double-sided fleece with an anti-pilling finish</li><li>Pocket bags: 3-oz 100% polyester warp-knit brushed mesh</li><li>Fair Trade Certified™ sewn</li>
"
Men's Nano Puff® Vest,"['https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwcd90b0aa%2Fimages%2Fhi-res%2F84242_BLK.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw9cb16111%2Fimages%2Fhi-res%2F84242_FGE.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdweed7c011%2Fimages%2Fhi-res%2F84242_CNY.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwb75d360e%2Fimages%2Fhi-res%2F84242_ADAB.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdwca0a376d%2Fimages%2Fhi-res%2F84242_RTSR.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw139797a3%2Fimages%2Fhi-res%2F84242_SPYG.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw42f0fd47%2Fimages%2Fhi-res%2F84242_BSRB.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw6e83e694%2Fimages%2Fhi-res%2F84242_CAGR.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw05528be1%2Fimages%2Fhi-res%2F84242_FLGN.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95', 'https://www.patagonia.com/dw/image/v2/BDJB_PRD/on/demandware.static/-/Sites-patagonia-master/default/dwb901c3b0/images/hi-res/gray.jpg?sw=800&sh=800&ox=0&oy=0&oimg=https%3A%2F%2Fwww.patagonia.com%2Fdw%2Fimage%2Fv2%2FBDJB_PRD%2Fon%2Fdemandware.static%2F-%2FSites-patagonia-master%2Fdefault%2Fdw25f7c0ee%2Fimages%2Fhi-res%2F84242_BALB.png%3Fsw%3D800%26sh%3D800%26q%3D95&sfrm=png&q=95']","['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://www.patagonia.com/media/videos/feature_motion/spring_2020/84242_CNY_FEATURE_MOTION1.mp4,"Warm, windproof, water-resistant—the Nano Puff® Vest uses incredibly lightweight and highly compressible 60-g PrimaLoft® Gold Insulation Eco with 55% postconsumer recycled content, wrapped in a 100% recycled polyester shell and lining. Fair Trade Certified™ sewn.","
<li>
<h2 class=""h9"">100% Recycled Shell Fabric</h2>
Lightweight 100% recycled polyester ripstop shell and lining fabric has a DWR (durable water repellent) finish
</li>
<li>
<h2 class=""h9"">55% Recycled Insulation</h2>

60-g PrimaLoft® Gold Insulation Eco, with 55% postconsumer recycled content, is water-repellent, highly compressible and maintains 98% of warmth, even when wet
</li>
<li>
<h2 class=""h9"">Horizontal Quilting Pattern</h2>

Brick quilting pattern with horizontal quilt lines on side panels stabilizes insulation and uses durable thread for abrasion resistance
</li>
<li>
<h2 class=""h9"">Center-Front Zipper</h2>
Center-front zipper has wicking interior storm flap and zipper garage at chin for next-to-skin comfort
</li>

<li>
<h2 class=""h9"">Pocket Features</h2>
Two zippered handwarmer pockets have cleanly finished zipper garages; zippered internal chest pocket doubles as a stuffsack with a reinforced carabiner clip-in loop
</li>
<li>

<h2 class=""h9"">Sealed-In Warmth</h2>
Drawcord-adjustable drop-tail hem seals in warmth
</li>
<li>
<h2 class=""h9"">Fair Trade Sewn</h2>

Fair Trade Certified™ sewn
</li>
<li>
<h2 class=""h9"">Country of Origin</h2>
Made in Vietnam.
</li>
<li>
<h2 class=""h9"">Weight</h2>
227 g (8 oz)
</li>
","
<li>Shell: 1.4-oz 20-denier 100% recycled polyester with a DWR (durable water repellent) finish</li><li>Lining: 1.3-oz 22-denier 100% recycled polyester with a DWR finish</li><li>Insulation: 60-g PrimaLoft® Gold Insulation Eco 100% polyester (55% postconsumer recycled content)</li><li>Fabric is certified as bluesign® approved</li><li>Fair Trade Certified™ sewn</li>
"
